pedido_id,data,ano,mes,estado,regiao,cidade,canal,categoria,marca,produto,preco_unitario,quantidade,desconto,receita,custo,lucro,margem_pct,ano_mes,trimestre
P2401-00137,2024-01-18,2024,1,SP,Sudeste,Campinas,Loja Física,Gaming & Consoles,Blitz,Blitz Pad,801.68,1,0.071,744.88,378.99,365.89,49.12,2024-01,2024Q1
P2406-00138,2024-06-15,2024,6,GO,Centro-Oeste,Goiânia,Loja Física,Gaming & Consoles,Arcade,Arcade Elite,3024.74,1,0.025,2949.49,1399.99,1549.5,52.53,2024-06,2024Q2
P2310-00139,2023-10-09,2023,10,PR,Sul,Curitiba,Marketplace,Notebooks,Helix,Helix Pro 14,3482.33,1,0.115,3080.62,1759.88,1320.74,42.87,2023-10,2023Q4
P2412-00140,2024-12-15,2024,12,SP,Sudeste,São Paulo,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,1008.17,1,0.08,927.58,512.79,414.8,44.72,2024-12,2024Q4
P2412-00141,2024-12-10,2024,12,MG,Sudeste,Juiz de Fora,E-commerce,Acessórios,Volt,Volt Cable Kit,223.03,1,0.135,192.92,91.12,101.8,52.77,2024-12,2024Q4
P2307-00142,2023-07-22,2023,7,MG,Sudeste,Uberlândia,E-commerce,Smartphones,Apex,Apex Neo,2831.89,2,0.035,5464.78,3166.21,2298.57,42.06,2023-07,2023Q3
P2312-00143,2023-12-30,2023,12,PR,Sul,Londrina,E-commerce,TVs & Áudio,Lumina,Lumina Soundbar,2350.22,1,0.067,2192.93,1304.06,888.87,40.53,2023-12,2023Q4
P2308-00144,2023-08-27,2023,8,PR,Sul,Maringá,Loja Física,TVs & Áudio,Vertex,Vertex Beam,4388.83,1,0.062,4118.57,2146.47,1972.1,47.88,2023-08,2023Q3
P2308-00145,2023-08-15,2023,8,MG,Sudeste,Uberlândia,E-commerce,Casa Inteligente,Nexa,Nexa Thermo,466.78,1,0.027,454.23,225.28,228.95,50.4,2023-08,2023Q3
P2302-00146,2023-02-03,2023,2,DF,Centro-Oeste,Ceilândia,Marketplace,Acessórios,Volt,Volt Power Hub,177.39,1,0.166,147.92,67.67,80.25,54.25,2023-02,2023Q1
P2404-00147,2024-04-05,2024,4,SP,Sudeste,Santos,E-commerce,Acessórios,Photon,Photon Keyboard,323.24,3,0.093,879.42,404.84,474.57,53.96,2024-04,2024Q2
P2401-00148,2024-01-03,2024,1,RS,Sul,Porto Alegre,E-commerce,Casa Inteligente,HomeX,HomeX Cam,841.96,1,0.046,802.9,371.15,431.75,53.77,2024-01,2024Q1
P2302-00149,2023-02-16,2023,2,RJ,Sudeste,Volta Redonda,E-commerce,Acessórios,Photon,Photon Mouse,250.96,1,0.028,243.88,112.63,131.25,53.82,2023-02,2023Q1
P2308-00150,2023-08-10,2023,8,PE,Nordeste,Jaboatão,Marketplace,Smartphones,Nova Mobile,Nova Air,2301.57,1,0.091,2091.08,1306.77,784.31,37.51,2023-08,2023Q3
P2411-00151,2024-11-07,2024,11,RS,Sul,Caxias do Sul,Marketplace,Acessórios,Pulse,Pulse Buds,288.29,2,0.165,481.22,242.75,238.46,49.55,2024-11,2024Q4
P2307-00152,2023-07-12,2023,7,PR,Sul,Curitiba,Parceiros B2B,Acessórios,Photon,Photon Keyboard,286.28,1,0.03,277.8,153.21,124.58,44.85,2023-07,2023Q3
P2305-00153,2023-05-03,2023,5,SP,Sudeste,São Paulo,Marketplace,TVs & Áudio,Lumina,Lumina Vision 65,2715.3,1,0.086,2482.27,1562.71,919.56,37.05,2023-05,2023Q2
P2312-00154,2023-12-26,2023,12,PR,Sul,Maringá,E-commerce,Smartphones,Apex,Apex S10,2987.64,1,0.04,2869.63,1599.07,1270.56,44.28,2023-12,2023Q4
P2412-00155,2024-12-23,2024,12,BA,Nordeste,Vitória da Conquista,Marketplace,Gaming & Consoles,Blitz,Blitz Chair,754.5,1,0.083,691.85,371.47,320.37,46.31,2024-12,2024Q4
P2307-00156,2023-07-14,2023,7,RJ,Sudeste,Volta Redonda,Loja Física,Acessórios,Pulse,Pulse ANC,352.46,1,0.056,332.86,165.69,167.17,50.22,2023-07,2023Q3
P2405-00157,2024-05-23,2024,5,SP,Sudeste,Santos,E-commerce,Casa Inteligente,HomeX,HomeX Hub,593.14,1,0.074,549.05,320.97,228.08,41.54,2024-05,2024Q2
P2407-00158,2024-07-28,2024,7,SC,Sul,Joinville,Loja Física,Notebooks,Nimbus,Nimbus Air,4504.63,1,0.031,4364.98,2510.57,1854.41,42.48,2024-07,2024Q3
P2307-00159,2023-07-11,2023,7,SC,Sul,Joinville,Loja Física,Casa Inteligente,Nexa,Nexa Lamp,470.95,1,0.156,397.54,203.36,194.18,48.85,2023-07,2023Q3
P2407-00160,2024-07-03,2024,7,PR,Sul,Londrina,E-commerce,Casa Inteligente,Nexa,Nexa Plug,377.72,1,0.059,355.52,168.18,187.34,52.69,2024-07,2024Q3
P2310-00161,2023-10-12,2023,10,PE,Nordeste,Jaboatão,Parceiros B2B,TVs & Áudio,Vertex,Vertex OLED 55,3288.87,1,0.0,3288.87,1841.88,1446.98,44.0,2023-10,2023Q4
P2404-00162,2024-04-23,2024,4,SP,Sudeste,Campinas,Loja Física,Gaming & Consoles,Blitz,Blitz Headset,899.27,1,0.078,828.76,482.96,345.8,41.72,2024-04,2024Q2
P2404-00163,2024-04-24,2024,4,MG,Sudeste,Uberlândia,E-commerce,Casa Inteligente,Nexa,Nexa Lamp,441.29,2,0.066,824.32,401.17,423.15,51.33,2024-04,2024Q2
P2402-00164,2024-02-03,2024,2,SP,Sudeste,São José dos Campos,Parceiros B2B,Smartphones,Orion,Orion Pulse,2470.77,1,0.004,2460.36,1317.45,1142.91,46.45,2024-02,2024Q1
P2303-00165,2023-03-21,2023,3,PE,Nordeste,Jaboatão,Parceiros B2B,Smartphones,Apex,Apex S10 Pro,2315.14,3,0.07,6457.99,3982.43,2475.56,38.33,2023-03,2023Q1
P2409-00166,2024-09-19,2024,9,RS,Sul,Pelotas,E-commerce,Smartphones,Apex,Apex Neo,2830.71,1,0.112,2513.49,1296.21,1217.28,48.43,2024-09,2024Q3
P2309-00167,2023-09-10,2023,9,RJ,Sudeste,Rio de Janeiro,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,782.45,1,0.157,659.75,369.15,290.6,44.05,2023-09,2023Q3
P2306-00168,2023-06-04,2023,6,PR,Sul,Maringá,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,924.91,1,0.093,838.92,456.49,382.43,45.59,2023-06,2023Q2
P2302-00169,2023-02-07,2023,2,SP,Sudeste,Campinas,Parceiros B2B,Gaming & Consoles,Arcade,Arcade Elite,2419.58,1,0.0,2419.58,1272.71,1146.87,47.4,2023-02,2023Q1
P2403-00170,2024-03-21,2024,3,RS,Sul,Caxias do Sul,Parceiros B2B,Smartphones,Apex,Apex S10,3107.28,1,0.007,3086.99,1922.14,1164.85,37.73,2024-03,2024Q1
P2405-00171,2024-05-28,2024,5,RJ,Sudeste,Volta Redonda,E-commerce,TVs & Áudio,Vertex,Vertex Beam,3706.91,1,0.08,3411.43,1929.68,1481.75,43.43,2024-05,2024Q2
P2301-00172,2023-01-16,2023,1,BA,Nordeste,Vitória da Conquista,E-commerce,Smartphones,Orion,Orion Horizon,3186.56,2,0.067,5945.42,3061.56,2883.86,48.51,2023-01,2023Q1
P2401-00173,2024-01-12,2024,1,RS,Sul,Caxias do Sul,Marketplace,Casa Inteligente,HomeX,HomeX Hub,616.54,1,0.139,530.88,283.43,247.44,46.61,2024-01,2024Q1
P2307-00174,2023-07-03,2023,7,RS,Sul,Caxias do Sul,Marketplace,Gaming & Consoles,Arcade,Arcade Elite,3832.19,1,0.055,3622.02,2263.42,1358.6,37.51,2023-07,2023Q3
P2405-00175,2024-05-03,2024,5,RS,Sul,Caxias do Sul,E-commerce,Acessórios,Volt,Volt Cable Kit,172.06,1,0.101,154.67,69.45,85.21,55.09,2024-05,2024Q2
P2305-00176,2023-05-26,2023,5,RS,Sul,Porto Alegre,E-commerce,Notebooks,Nimbus,Nimbus Studio,3068.05,1,0.05,2914.47,1434.75,1479.72,50.77,2023-05,2023Q2
P2406-00177,2024-06-06,2024,6,DF,Centro-Oeste,Ceilândia,Loja Física,Smartphones,Nova Mobile,Nova Max,2326.09,3,0.104,6251.25,3626.97,2624.29,41.98,2024-06,2024Q2
P2310-00178,2023-10-24,2023,10,RJ,Sudeste,Volta Redonda,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,836.12,1,0.114,741.22,438.51,302.71,40.84,2023-10,2023Q4
P2411-00179,2024-11-24,2024,11,RJ,Sudeste,Niterói,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3391.57,1,0.07,3155.06,1866.23,1288.83,40.85,2024-11,2024Q4
P2304-00180,2023-04-28,2023,4,SC,Sul,Florianópolis,E-commerce,Notebooks,Helix,Helix Flex,4262.23,1,0.063,3995.22,2301.75,1693.47,42.39,2023-04,2023Q2
P2309-00181,2023-09-24,2023,9,RS,Sul,Pelotas,Loja Física,Gaming & Consoles,Arcade,Arcade One,3177.56,1,0.075,2939.91,1677.65,1262.25,42.94,2023-09,2023Q3
P2304-00182,2023-04-09,2023,4,RS,Sul,Caxias do Sul,E-commerce,Acessórios,Pulse,Pulse Fit,395.06,1,0.137,340.8,190.23,150.56,44.18,2023-04,2023Q2
P2411-00183,2024-11-17,2024,11,SC,Sul,Joinville,E-commerce,Notebooks,Nimbus,Nimbus Go,4415.23,2,0.081,8117.54,4416.79,3700.75,45.59,2024-11,2024Q4
P2410-00184,2024-10-18,2024,10,SP,Sudeste,Santos,E-commerce,Casa Inteligente,Nexa,Nexa Thermo,506.14,1,0.041,485.63,274.61,211.02,43.45,2024-10,2024Q4
P2307-00185,2023-07-26,2023,7,BA,Nordeste,Feira de Santana,E-commerce,Acessórios,Volt,Volt Cable Kit,174.02,1,0.06,163.6,85.16,78.44,47.95,2023-07,2023Q3
P2405-00186,2024-05-14,2024,5,BA,Nordeste,Vitória da Conquista,Marketplace,Smartphones,Nova Mobile,Nova One,1919.57,1,0.109,1709.71,986.68,723.03,42.29,2024-05,2024Q2
P2409-00187,2024-09-07,2024,9,SC,Sul,Joinville,Parceiros B2B,Casa Inteligente,Nexa,Nexa Lamp,449.64,1,0.059,423.17,188.92,234.25,55.36,2024-09,2024Q3
P2402-00188,2024-02-20,2024,2,SP,Sudeste,Santos,Marketplace,Acessórios,Volt,Volt Cable Kit,204.25,1,0.133,177.07,83.87,93.21,52.64,2024-02,2024Q1
P2401-00189,2024-01-28,2024,1,PR,Sul,Curitiba,Loja Física,Notebooks,Helix,Helix Flex,4197.43,1,0.062,3937.34,2201.95,1735.39,44.08,2024-01,2024Q1
P2307-00190,2023-07-14,2023,7,MG,Sudeste,Belo Horizonte,Marketplace,Casa Inteligente,Nexa,Nexa Thermo,377.68,1,0.131,328.04,160.18,167.85,51.17,2023-07,2023Q3
P2303-00191,2023-03-23,2023,3,RS,Sul,Pelotas,Marketplace,Acessórios,Photon,Photon Keyboard,271.22,1,0.133,235.07,134.68,100.39,42.7,2023-03,2023Q1
P2410-00192,2024-10-31,2024,10,MG,Sudeste,Belo Horizonte,E-commerce,Smartphones,Apex,Apex S10 Pro,3598.63,1,0.089,3279.28,1907.26,1372.02,41.84,2024-10,2024Q4
P2411-00193,2024-11-02,2024,11,SP,Sudeste,Santos,Parceiros B2B,TVs & Áudio,Vertex,Vertex OLED 65,3977.06,2,0.052,7540.8,5219.71,2321.09,30.78,2024-11,2024Q4
P2404-00194,2024-04-24,2024,4,RS,Sul,Pelotas,Loja Física,Casa Inteligente,Nexa,Nexa Thermo,282.61,2,0.111,502.22,210.29,291.93,58.13,2024-04,2024Q2
P2309-00195,2023-09-22,2023,9,SC,Sul,Blumenau,Parceiros B2B,Gaming & Consoles,Arcade,Arcade Elite,2986.2,1,0.031,2893.69,1630.29,1263.4,43.66,2023-09,2023Q3
P2309-00196,2023-09-29,2023,9,MG,Sudeste,Belo Horizonte,Parceiros B2B,Smartphones,Orion,Orion Horizon,2906.87,1,0.0,2906.87,1732.86,1174.01,40.39,2023-09,2023Q3
P2407-00197,2024-07-02,2024,7,MG,Sudeste,Uberlândia,Parceiros B2B,Notebooks,Helix,Helix Flex,3512.49,1,0.014,3463.16,2189.8,1273.36,36.77,2024-07,2024Q3
P2410-00198,2024-10-31,2024,10,PR,Sul,Londrina,Parceiros B2B,Notebooks,Helix,Helix Pro 16,5007.51,1,0.0,5007.51,2670.92,2336.6,46.66,2024-10,2024Q4
P2410-00199,2024-10-24,2024,10,SP,Sudeste,Campinas,E-commerce,Acessórios,Pulse,Pulse Fit,232.23,2,0.057,438.2,214.73,223.47,51.0,2024-10,2024Q4
P2408-00200,2024-08-11,2024,8,RS,Sul,Porto Alegre,Marketplace,Smartphones,Nova Mobile,Nova Max,2420.22,2,0.124,4241.08,2137.01,2104.07,49.61,2024-08,2024Q3
P2405-00201,2024-05-01,2024,5,DF,Centro-Oeste,Brasília,Loja Física,TVs & Áudio,Lumina,Lumina Soundbar,2629.82,1,0.033,2542.12,1231.78,1310.34,51.55,2024-05,2024Q2
P2303-00202,2023-03-16,2023,3,PR,Sul,Maringá,Loja Física,TVs & Áudio,Vertex,Vertex OLED 55,3932.45,1,0.079,3621.66,2172.81,1448.84,40.01,2023-03,2023Q1
P2305-00203,2023-05-16,2023,5,SP,Sudeste,Santos,Loja Física,TVs & Áudio,Lumina,Lumina Soundbar,2702.41,1,0.06,2540.97,1119.88,1421.09,55.93,2023-05,2023Q2
P2411-00204,2024-11-01,2024,11,BA,Nordeste,Feira de Santana,E-commerce,Smartphones,Nova Mobile,Nova One,2603.1,1,0.139,2242.33,1377.57,864.76,38.57,2024-11,2024Q4
P2404-00205,2024-04-03,2024,4,SC,Sul,Joinville,E-commerce,Notebooks,Helix,Helix Pro 14,4974.17,1,0.098,4487.07,2254.02,2233.06,49.77,2024-04,2024Q2
P2301-00206,2023-01-09,2023,1,SP,Sudeste,São Paulo,Loja Física,Casa Inteligente,HomeX,HomeX Sensor Pack,701.94,1,0.098,633.04,250.66,382.38,60.4,2023-01,2023Q1
P2303-00207,2023-03-30,2023,3,MG,Sudeste,Juiz de Fora,Loja Física,Casa Inteligente,HomeX,HomeX Cam,744.05,1,0.022,727.76,406.69,321.07,44.12,2023-03,2023Q1
P2405-00208,2024-05-17,2024,5,SP,Sudeste,São Paulo,Marketplace,Gaming & Consoles,Blitz,Blitz Headset,816.66,1,0.134,707.21,483.02,224.19,31.7,2024-05,2024Q2
P2301-00209,2023-01-05,2023,1,SP,Sudeste,São Paulo,Marketplace,Acessórios,Volt,Volt Cable Kit,192.07,2,0.105,343.69,145.86,197.82,57.56,2023-01,2023Q1
P2305-00210,2023-05-15,2023,5,MG,Sudeste,Juiz de Fora,Parceiros B2B,Smartphones,Nova Mobile,Nova Max,2447.65,1,0.021,2396.91,1137.98,1258.93,52.52,2023-05,2023Q2
P2402-00211,2024-02-15,2024,2,SP,Sudeste,Santos,E-commerce,Casa Inteligente,Nexa,Nexa Plug,426.96,1,0.023,416.96,245.37,171.59,41.15,2024-02,2024Q1
P2406-00212,2024-06-07,2024,6,MG,Sudeste,Juiz de Fora,Marketplace,Smartphones,Orion,Orion Pulse,2867.03,1,0.066,2677.28,1712.29,964.99,36.04,2024-06,2024Q2
P2405-00213,2024-05-08,2024,5,RS,Sul,Caxias do Sul,Loja Física,Gaming & Consoles,Arcade,Arcade Elite,3459.25,1,0.0,3459.25,1718.88,1740.37,50.31,2024-05,2024Q2
P2307-00214,2023-07-01,2023,7,PE,Nordeste,Olinda,E-commerce,Acessórios,Volt,Volt Power Hub,193.38,1,0.073,179.19,88.45,90.74,50.64,2023-07,2023Q3
P2406-00215,2024-06-22,2024,6,SP,Sudeste,Campinas,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,911.09,1,0.071,846.34,489.02,357.32,42.22,2024-06,2024Q2
P2307-00216,2023-07-11,2023,7,RS,Sul,Caxias do Sul,Marketplace,Smartphones,Nova Mobile,Nova One,2600.14,1,0.039,2498.8,1493.5,1005.29,40.23,2023-07,2023Q3
P2309-00217,2023-09-13,2023,9,SP,Sudeste,Santos,Loja Física,TVs & Áudio,Lumina,Lumina Soundbar,2117.96,5,0.055,10008.42,4869.14,5139.27,51.35,2023-09,2023Q3
P2407-00218,2024-07-17,2024,7,RS,Sul,Porto Alegre,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,800.94,1,0.112,711.37,397.18,314.19,44.17,2024-07,2024Q3
P2405-00219,2024-05-06,2024,5,DF,Centro-Oeste,Ceilândia,Marketplace,Notebooks,Helix,Helix Flex,5083.61,1,0.099,4580.1,2765.02,1815.08,39.63,2024-05,2024Q2
P2409-00220,2024-09-29,2024,9,SP,Sudeste,Santos,Marketplace,TVs & Áudio,Lumina,Lumina Vision 65,2600.47,1,0.097,2348.41,1263.28,1085.14,46.21,2024-09,2024Q3
P2405-00221,2024-05-12,2024,5,SP,Sudeste,São Paulo,E-commerce,TVs & Áudio,Vertex,Vertex Beam,3393.57,1,0.079,3126.63,1904.13,1222.5,39.1,2024-05,2024Q2
P2403-00222,2024-03-03,2024,3,PR,Sul,Curitiba,Marketplace,Gaming & Consoles,Blitz,Blitz Pad,909.86,1,0.116,804.5,519.3,285.2,35.45,2024-03,2024Q1
P2303-00223,2023-03-24,2023,3,RJ,Sudeste,Rio de Janeiro,Loja Física,Notebooks,Nimbus,Nimbus Air,3766.1,1,0.044,3598.64,1958.52,1640.13,45.58,2023-03,2023Q1
P2310-00224,2023-10-12,2023,10,PE,Nordeste,Olinda,Marketplace,Acessórios,Pulse,Pulse Buds,293.34,1,0.094,265.72,150.84,114.88,43.23,2023-10,2023Q4
P2308-00225,2023-08-01,2023,8,RS,Sul,Caxias do Sul,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,1963.13,1,0.092,1782.78,989.31,793.47,44.51,2023-08,2023Q3
P2307-00226,2023-07-16,2023,7,MG,Sudeste,Juiz de Fora,E-commerce,Notebooks,Nimbus,Nimbus Go,3802.45,1,0.089,3462.92,2090.87,1372.05,39.62,2023-07,2023Q3
P2412-00227,2024-12-16,2024,12,SP,Sudeste,São Paulo,E-commerce,TVs & Áudio,Lumina,Lumina Soundbar,2569.82,1,0.0,2568.67,1596.17,972.5,37.86,2024-12,2024Q4
P2310-00228,2023-10-28,2023,10,RJ,Sudeste,Niterói,Marketplace,Acessórios,Photon,Photon Keyboard,271.05,2,0.084,496.72,264.76,231.96,46.7,2023-10,2023Q4
P2410-00229,2024-10-27,2024,10,RJ,Sudeste,Rio de Janeiro,Loja Física,Smartphones,Apex,Apex S10 Pro,2956.6,1,0.0,2956.6,1599.88,1356.71,45.89,2024-10,2024Q4
P2404-00230,2024-04-22,2024,4,RJ,Sudeste,Rio de Janeiro,Loja Física,Acessórios,Photon,Photon Keyboard,284.85,1,0.058,268.28,133.37,134.91,50.29,2024-04,2024Q2
P2408-00231,2024-08-22,2024,8,SP,Sudeste,Santos,Parceiros B2B,Smartphones,Nova Mobile,Nova One,2451.27,1,0.0,2451.27,1419.03,1032.24,42.11,2024-08,2024Q3
P2401-00232,2024-01-03,2024,1,GO,Centro-Oeste,Goiânia,Loja Física,Notebooks,Nimbus,Nimbus Studio,3443.63,1,0.083,3159.34,1838.51,1320.83,41.81,2024-01,2024Q1
P2403-00233,2024-03-10,2024,3,SP,Sudeste,Campinas,Loja Física,TVs & Áudio,Lumina,Lumina Vision 65,2260.71,3,0.043,6493.21,4151.26,2341.95,36.07,2024-03,2024Q1
P2312-00234,2023-12-27,2023,12,MG,Sudeste,Juiz de Fora,Loja Física,Notebooks,Helix,Helix Pro 16,3246.72,2,0.086,5937.53,3157.34,2780.18,46.82,2023-12,2023Q4
P2306-00235,2023-06-10,2023,6,SP,Sudeste,São José dos Campos,E-commerce,Smartphones,Apex,Apex Neo,2945.76,1,0.058,2774.11,1530.28,1243.82,44.84,2023-06,2023Q2
P2406-00236,2024-06-29,2024,6,PR,Sul,Londrina,Loja Física,Acessórios,Volt,Volt Charger,193.75,1,0.051,183.81,98.22,85.59,46.57,2024-06,2024Q2
P2308-00237,2023-08-12,2023,8,SP,Sudeste,Santos,E-commerce,Casa Inteligente,Nexa,Nexa Thermo,315.91,1,0.144,270.53,168.09,102.44,37.87,2023-08,2023Q3
P2301-00238,2023-01-23,2023,1,SP,Sudeste,São José dos Campos,Loja Física,TVs & Áudio,Vertex,Vertex Beam,3351.78,4,0.048,12769.69,8039.28,4730.41,37.04,2023-01,2023Q1
P2405-00239,2024-05-03,2024,5,PR,Sul,Londrina,E-commerce,Notebooks,Nimbus,Nimbus Air,4140.83,1,0.089,3772.56,2171.07,1601.49,42.45,2024-05,2024Q2
P2305-00240,2023-05-28,2023,5,SC,Sul,Joinville,E-commerce,Gaming & Consoles,Arcade,Arcade One,3389.94,1,0.084,3104.54,1810.73,1293.81,41.67,2023-05,2023Q2
P2411-00241,2024-11-27,2024,11,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,Gaming & Consoles,Arcade,Arcade One,3512.3,1,0.005,3495.85,2180.83,1315.02,37.62,2024-11,2024Q4
P2412-00242,2024-12-05,2024,12,SP,Sudeste,São Paulo,E-commerce,Casa Inteligente,HomeX,HomeX Sensor Pack,592.78,1,0.042,567.95,316.77,251.19,44.23,2024-12,2024Q4
P2411-00243,2024-11-11,2024,11,SP,Sudeste,São José dos Campos,Loja Física,Acessórios,Volt,Volt Cable Kit,231.14,1,0.039,222.2,130.43,91.77,41.3,2024-11,2024Q4
P2310-00244,2023-10-13,2023,10,RS,Sul,Caxias do Sul,Parceiros B2B,Gaming & Consoles,Blitz,Blitz Chair,909.21,1,0.0,909.21,448.28,460.93,50.7,2023-10,2023Q4
P2301-00245,2023-01-15,2023,1,SP,Sudeste,Santos,E-commerce,Acessórios,Photon,Photon Keyboard,283.2,1,0.012,279.87,124.25,155.62,55.6,2023-01,2023Q1
P2411-00246,2024-11-19,2024,11,PR,Sul,Londrina,E-commerce,Smartphones,Apex,Apex S10 Pro,3096.75,1,0.078,2854.34,1648.27,1206.07,42.25,2024-11,2024Q4
P2311-00247,2023-11-20,2023,11,SP,Sudeste,São Paulo,E-commerce,Notebooks,Helix,Helix Flex,4280.97,1,0.1,3853.44,2390.8,1462.64,37.96,2023-11,2023Q4
P2412-00248,2024-12-12,2024,12,PR,Sul,Londrina,Marketplace,Acessórios,Photon,Photon Mouse,244.17,1,0.091,221.92,125.23,96.68,43.57,2024-12,2024Q4
P2412-00249,2024-12-10,2024,12,PE,Nordeste,Jaboatão,Marketplace,TVs & Áudio,Vertex,Vertex Beam,3488.95,1,0.118,3076.12,1630.82,1445.3,46.98,2024-12,2024Q4
P2410-00250,2024-10-01,2024,10,MG,Sudeste,Juiz de Fora,Parceiros B2B,Acessórios,Pulse,Pulse ANC,284.18,2,0.004,565.86,264.73,301.13,53.22,2024-10,2024Q4
P2308-00251,2023-08-22,2023,8,SP,Sudeste,São José dos Campos,Marketplace,Smartphones,Nova Mobile,Nova Air,2492.91,1,0.091,2265.73,1312.89,952.85,42.05,2023-08,2023Q3
P2310-00252,2023-10-23,2023,10,DF,Centro-Oeste,Taguatinga,Marketplace,Casa Inteligente,HomeX,HomeX Cam,644.05,1,0.12,566.7,262.47,304.24,53.69,2023-10,2023Q4
P2409-00253,2024-09-30,2024,9,GO,Centro-Oeste,Aparecida de Goiânia,E-commerce,Notebooks,Helix,Helix Flex,4732.59,1,0.109,4216.72,2537.77,1678.94,39.82,2024-09,2024Q3
P2309-00254,2023-09-07,2023,9,RJ,Sudeste,Niterói,E-commerce,Casa Inteligente,Nexa,Nexa Plug,440.22,1,0.102,395.51,233.74,161.77,40.9,2023-09,2023Q3
P2305-00255,2023-05-22,2023,5,SC,Sul,Florianópolis,Marketplace,Casa Inteligente,HomeX,HomeX Cam,643.52,1,0.129,560.2,301.24,258.97,46.23,2023-05,2023Q2
P2402-00256,2024-02-22,2024,2,PR,Sul,Maringá,E-commerce,Notebooks,Nimbus,Nimbus Go,3781.19,1,0.14,3253.68,1889.07,1364.61,41.94,2024-02,2024Q1
P2411-00257,2024-11-24,2024,11,RS,Sul,Pelotas,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3348.45,2,0.121,5888.05,3319.42,2568.63,43.62,2024-11,2024Q4
P2406-00258,2024-06-10,2024,6,RJ,Sudeste,Volta Redonda,Loja Física,TVs & Áudio,Lumina,Lumina Soundbar,2380.83,1,0.076,2199.36,1284.26,915.11,41.61,2024-06,2024Q2
P2403-00259,2024-03-04,2024,3,MG,Sudeste,Belo Horizonte,E-commerce,Notebooks,Nimbus,Nimbus Air,3883.45,1,0.055,3669.97,2216.72,1453.24,39.6,2024-03,2024Q1
P2303-00260,2023-03-27,2023,3,RJ,Sudeste,Rio de Janeiro,Loja Física,TVs & Áudio,Lumina,Lumina Vision 50,2319.09,2,0.077,4280.36,2434.28,1846.08,43.13,2023-03,2023Q1
P2404-00261,2024-04-09,2024,4,SP,Sudeste,Santos,Loja Física,Smartphones,Orion,Orion Pulse,3282.64,1,0.029,3187.83,2117.77,1070.06,33.57,2024-04,2024Q2
P2412-00262,2024-12-26,2024,12,PE,Nordeste,Recife,Marketplace,Casa Inteligente,Nexa,Nexa Lamp,403.36,1,0.169,335.19,166.94,168.25,50.2,2024-12,2024Q4
P2304-00263,2023-04-30,2023,4,SP,Sudeste,São José dos Campos,Loja Física,Casa Inteligente,HomeX,HomeX Sensor Pack,747.48,1,0.018,733.79,364.35,369.44,50.35,2023-04,2023Q2
P2401-00264,2024-01-18,2024,1,SP,Sudeste,Santos,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3926.53,2,0.0,7853.07,4302.8,3550.26,45.21,2024-01,2024Q1
P2410-00265,2024-10-18,2024,10,SC,Sul,Joinville,Loja Física,TVs & Áudio,Lumina,Lumina Vision 65,2219.74,1,0.021,2173.89,1116.78,1057.11,48.63,2024-10,2024Q4
P2407-00266,2024-07-13,2024,7,PE,Nordeste,Jaboatão,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,976.02,1,0.059,918.89,584.48,334.41,36.39,2024-07,2024Q3
P2406-00267,2024-06-11,2024,6,SC,Sul,Blumenau,Marketplace,Acessórios,Pulse,Pulse Buds,294.62,2,0.095,533.52,263.18,270.34,50.67,2024-06,2024Q2
P2406-00268,2024-06-15,2024,6,SP,Sudeste,São Paulo,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,784.07,1,0.111,697.31,454.52,242.79,34.82,2024-06,2024Q2
P2310-00269,2023-10-06,2023,10,SC,Sul,Florianópolis,Marketplace,Smartphones,Apex,Apex S10,2709.33,1,0.081,2490.33,1318.9,1171.43,47.04,2023-10,2023Q4
P2308-00270,2023-08-21,2023,8,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,TVs & Áudio,Vertex,Vertex OLED 55,3117.51,1,0.0,3117.51,2048.08,1069.43,34.3,2023-08,2023Q3
P2409-00271,2024-09-02,2024,9,BA,Nordeste,Feira de Santana,Parceiros B2B,Smartphones,Apex,Apex S10,2754.7,1,0.067,2569.3,1435.97,1133.33,44.11,2024-09,2024Q3
P2409-00272,2024-09-02,2024,9,MG,Sudeste,Belo Horizonte,E-commerce,Smartphones,Apex,Apex S10,3113.58,1,0.099,2805.15,1610.48,1194.67,42.59,2024-09,2024Q3
P2410-00273,2024-10-11,2024,10,RJ,Sudeste,Rio de Janeiro,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,850.81,2,0.087,1552.98,955.26,597.72,38.49,2024-10,2024Q4
